Non-Linear
Intensity #,Name,# Demand Vectors,Modeling Dispersion,SA(T),SA(T1),MAFE
2,Story Drift Ratio,9,2,0.00351136,0.00350938,0.00351432,0.00350563,0.00350637,0.00350683,0.00351159,0.00351376,0.00350641,0.003503
2,Acceleration,1,1,0.357496,0.357342,0.357992,0.357703,0.357738,0.357926,0.357853,0.35782,0.357032,0.357852
2,Acceleration,1,2,0.353859,0.353118,0.352738,0.353292,0.352871,0.353682,0.353928,0.353946,0.353846,0.353234
2,Acceleration,2,1,0.500404,0.50012,0.500675,0.500199,0.500064,0.500698,0.501841,0.501592,0.50125,0.500488
2,Acceleration,2,2,0.670439,0.669429,0.669473,0.669241,0.6707,0.66902,0.670522,0.671317,0.670298,0.669834
2,Acceleration,3,1,0.392697,0.392631,0.393105,0.393394,0.392933,0.392505,0.393526,0.392969,0.392781,0.392489
2,Acceleration,3,2,0.595027,0.595399,0.595409,0.59549,0.594787,0.594351,0.594891,0.595537,0.595598,0.595174
2,Acceleration,4,1,0.396412,0.39626,0.396556,0.396896,0.396917,0.396224,0.396893,0.396376,0.396333,0.396518
2,Acceleration,4,2,0.54583,0.545217,0.546296,0.546659,0.545907,0.545621,0.546638,0.545506,0.546591,0.545565
2,Acceleration,5,1,0.391584,0.391418,0.390841,0.391475,0.391551,0.391196,0.390667,0.391661,0.391321,0.39092
2,Acceleration,5,2,0.547746,0.548123,0.54902,0.547977,0.548255,0.549142,0.548776,0.548933,0.548939,0.549353
2,Acceleration,6,1,0.425022,0.425646,0.426199,0.425815,0.425639,0.425991,0.425647,0.425152,0.426051,0.42571
2,Acceleration,6,2,0.614986,0.6139,0.612821,0.61402,0.615482,0.612992,0.614882,0.614382,0.614619,0.613802
2,Acceleration,7,1,0.503736,0.505028,0.5036,0.504939,0.505172,0.50371,0.504569,0.504916,0.504988,0.50349
2,Acceleration,7,2,0.758601,0.759932,0.760587,0.761195,0.760509,0.760886,0.760179,0.75938,0.759884,0.758153
2,Acceleration,8,1,0.461337,0.460325,0.460039,0.460935,0.461391,0.460186,0.461217,0.460648,0.461435,0.46079
2,Acceleration,8,2,0.726493,0.72668,0.724428,0.726427,0.726698,0.725682,0.726836,0.727618,0.725982,0.726614
2,Acceleration,9,1,0.575265,0.575013,0.575428,0.575235,0.574984,0.57596,0.575466,0.575503,0.575279,0.575409
2,Acceleration,9,2,0.875619,0.87783,0.87697,0.876971,0.877652,0.87706,0.877581,0.877398,0.876749,0.877235
2,Acceleration,10,1,0.951303,0.95118,0.951232,0.949385,0.951135,0.949724,0.950563,0.950228,0.951378,0.951054
2,Acceleration,10,2,1.57391,1.57394,1.57366,1.57648,1.5733,1.57273,1.5769,1.57287,1.57345,1.57246
2,Residual Drift,,,4.01776e-05,4.01937e-05,4.01308e-05,4.02172e-05,4.01666e-05,4.01831e-05,4.01695e-05,4.02138e-05,4.01994e-05,4.01656e-05
3,Story Drift Ratio,1,1,0.0021654,0.00216602,0.00216678,0.0021629,0.0021667,0.00217045,0.00216613,0.00216379,0.00216396,0.00216577
3,Story Drift Ratio,1,2,0.00325308,0.00324918,0.00324732,0.00325134,0.00324733,0.00324719,0.00324374,0.00325245,0.00324957,0.00325325
