
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, 40.0
Rrup Max (km):, 200.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Northridge-01
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-943 SRSS pSa (g),RSN-944 SRSS pSa (g),RSN-946 SRSS pSa (g),RSN-948 SRSS pSa (g),RSN-950 SRSS pSa (g),RSN-951 SRSS pSa (g),RSN-955 SRSS pSa (g),RSN-956 SRSS pSa (g),RSN-958 SRSS pSa (g),RSN-961 SRSS pSa (g),RSN-962 SRSS pSa (g),RSN-964 SRSS pSa (g),RSN-965 SRSS pSa (g),RSN-966 SRSS pSa (g),RSN-967 SRSS pSa (g),RSN-968 SRSS pSa (g),RSN-969 SRSS pSa (g),RSN-970 SRSS pSa (g),RSN-972 SRSS pSa (g),RSN-973 SRSS pSa (g),RSN-975 SRSS pSa (g),RSN-976 SRSS pSa (g),RSN-977 SRSS pSa (g),RSN-979 SRSS pSa (g),RSN-980 SRSS pSa (g),RSN-981 SRSS pSa (g),RSN-984 SRSS pSa (g),RSN-1014 SRSS pSa (g),RSN-1015 SRSS pSa (g),RSN-1017 SRSS pSa (g),RSN-1018 SRSS pSa (g),RSN-1024 SRSS pSa (g),RSN-1025 SRSS pSa (g),RSN-1033 SRSS pSa (g),RSN-1036 SRSS pSa (g),RSN-1037 SRSS pSa (g),RSN-1038 SRSS pSa (g),RSN-1040 SRSS pSa (g),RSN-1043 SRSS pSa (g),RSN-1046 SRSS pSa (g),RSN-1047 SRSS pSa (g),RSN-1053 SRSS pSa (g),RSN-1056 SRSS pSa (g),RSN-1058 SRSS pSa (g),RSN-1059 SRSS pSa (g),RSN-1060 SRSS pSa (g),RSN-1061 SRSS pSa (g),RSN-1062 SRSS pSa (g),RSN-1064 SRSS pSa (g),RSN-1065 SRSS pSa (g),RSN-1066 SRSS pSa (g),RSN-1067 SRSS pSa (g),RSN-1069 SRSS pSa (g),RSN-1071 SRSS pSa (g),RSN-1073 SRSS pSa (g),RSN-1074 SRSS pSa (g),RSN-1075 SRSS pSa (g),RSN-1076 SRSS pSa (g),RSN-1079 SRSS pSa (g),RSN-1088 SRSS pSa (g),RSN-1090 SRSS pSa (g),RSN-1092 SRSS pSa (g),RSN-1093 SRSS pSa (g),RSN-1094 SRSS pSa (g),RSN-1095 SRSS pSa (g),RSN-1096 SRSS pSa (g),RSN-1097 SRSS pSa (g),RSN-1098 SRSS pSa (g)
0.01,0.12823899,0.19428769,0.08464375,0.07764964,0.10059332,0.08332023,0.15030974,0.16780328,0.1215951,0.14297508,0.17828238,0.17449187,0.13518563,0.12929469,0.15599375,0.10121925,0.13421685,0.21932455,0.28277273,0.08579213,0.20388465,0.14552221,0.1498589,0.10526099,0.0894955,0.07930387,0.11883851,0.11551257,0.13861923,0.25198701,0.06433694,0.09600194,0.237743,0.1503979,0.18525066,0.10477178,0.09474979,0.06511431,0.07879975,0.22271738,0.10742828,0.0893463,0.07426826,0.13463309,0.09163961,0.07498023,0.26385393,0.13532553,0.08936551,0.09130154,0.20015375,0.08813956,0.15825696,0.08637461,0.07756737,0.12898989,0.12894036,0.1398737,0.13493839,0.10427839,0.19164542,0.10550295,0.24165288,0.10072056,0.09311061,0.06108795,0.09470225,0.08809324,0.06789849,0.06031805,0.07687633
0.02,0.12808035,0.19440337,0.08438421,0.07839857,0.0996723,0.08379662,0.14920561,0.16668476,0.12076317,0.14105745,0.17681711,0.17603284,0.13404539,0.12778276,0.15313068,0.10085046,0.13304178,0.21737089,0.2866067,0.08463371,0.20200581,0.14746679,0.14852853,0.10392393,0.08836608,0.07877427,0.11826577,0.11653957,0.13945249,0.2547937,0.06476697,0.09692196,0.23707334,0.14978273,0.18335278,0.10583782,0.0947209,0.06566184,0.07959311,0.22303399,0.10628103,0.08895898,0.07504509,0.13361138,0.09092348,0.07510618,0.26719329,0.13658824,0.08837328,0.09223615,0.19849163,0.08914067,0.1601864,0.08734376,0.07673664,0.12798469,0.12824454,0.14144068,0.13460046,0.10522367,0.1895552,0.10517163,0.24167417,0.09913774,0.09390124,0.06058789,0.09365086,0.08782415,0.06786917,0.06073195,0.07689619
0.022,0.12922251,0.19668172,0.0849009,0.08026184,0.09963779,0.08746257,0.14945415,0.16702463,0.12057072,0.1412251,0.17715313,0.17640998,0.13386003,0.1284832,0.1538421,0.10112016,0.133177,0.21712043,0.29880254,0.08494475,0.20198404,0.15065267,0.14861109,0.10419688,0.08829845,0.07887514,0.11828938,0.11791991,0.14687813,0.26338287,0.06802646,0.09867918,0.23773947,0.14990124,0.1836617,0.10861852,0.09466814,0.06626864,0.08116398,0.22502567,0.10657663,0.08927101,0.07667572,0.13379289,0.09083594,0.07533574,0.27119857,0.13688766,0.0886109,0.09364583,0.19870618,0.09337356,0.1629697,0.0910048,0.07697845,0.12866722,0.12829134,0.14398952,0.13443489,0.10575769,0.18921638,0.10492476,0.2415688,0.09937599,0.09362778,0.06080099,0.09369191,0.08782777,0.06774353,0.06080158,0.07715495
0.025,0.12954914,0.19803993,0.08474543,0.07647641,0.09991641,0.08694088,0.14988323,0.16724642,0.12040215,0.14175861,0.17779011,0.17862396,0.1340959,0.12899647,0.15406715,0.10157344,0.13399841,0.217844,0.30643778,0.08510578,0.20261645,0.14878231,0.1484292,0.10439708,0.08918661,0.07912642,0.11794643,0.11820048,0.15861974,0.26231581,0.07227434,0.09957764,0.2387138,0.15031723,0.18440611,0.10805925,0.09529125,0.0662142,0.07804853,0.22885868,0.10699142,0.08946833,0.0752885,0.13379484,0.09105144,0.07533877,0.27157063,0.13510767,0.08824919,0.0926612,0.19843422,0.08946304,0.16030971,0.08970549,0.07714251,0.12866663,0.12888463,0.14544085,0.13483746,0.10421982,0.1898689,0.10556043,0.24273673,0.09936955,0.09312876,0.06099604,0.09411852,0.0879108,0.06867331,0.06087492,0.07693832
0.029,0.12939952,0.19746013,0.08479806,0.07639838,0.10030578,0.08683552,0.14912378,0.16882724,0.12141086,0.14147345,0.18165607,0.17439997,0.13516571,0.12913862,0.1534212,0.10171373,0.13507399,0.21876869,0.29864459,0.0849705,0.20374594,0.14532892,0.15031615,0.10471773,0.08932881,0.07916428,0.11805801,0.1158655,0.14904266,0.25788219,0.07079541,0.09815267,0.23918174,0.15134703,0.1890093,0.10625003,0.09722376,0.06502685,0.07841178,0.23689699,0.10849528,0.08945158,0.07347597,0.13418305,0.09333475,0.07431493,0.26574695,0.13609819,0.08895819,0.09152556,0.19919038,0.08736474,0.15896059,0.08508507,0.07701743,0.12827154,0.12944102,0.14269002,0.13563274,0.10388863,0.19138618,0.10589514,0.24557539,0.10088318,0.09325568,0.06216623,0.09577296,0.08902493,0.06898978,0.06140147,0.07861583
0.03,0.12961512,0.19750394,0.08506199,0.07601963,0.10037423,0.08634583,0.14936124,0.16920368,0.1215141,0.14140044,0.18217681,0.17478287,0.13546473,0.12917051,0.15379337,0.10166803,0.13543831,0.21840486,0.29555101,0.08505198,0.20345088,0.1456086,0.15121946,0.1048879,0.08938377,0.07918779,0.11841805,0.11607593,0.15248198,0.2593942,0.07078068,0.09937925,0.2404016,0.15216953,0.19110001,0.10685051,0.0987864,0.06490839,0.07828001,0.23854954,0.10886375,0.08944609,0.07374579,0.13428648,0.09423368,0.07451511,0.26331185,0.13572076,0.08923872,0.0920349,0.19993892,0.08727677,0.15958484,0.08482137,0.07692901,0.12818823,0.12981482,0.14224574,0.13588003,0.10395088,0.19099307,0.10581335,0.24448179,0.10109892,0.09320355,0.06231845,0.09670778,0.08869196,0.06863618,0.06166931,0.07914975
0.032,0.13013956,0.19819562,0.08545247,0.07577368,0.10077023,0.08483155,0.1507164,0.16994049,0.12192477,0.14241639,0.18427345,0.1761294,0.1368281,0.12948635,0.15439989,0.10093432,0.13643594,0.21868351,0.29051942,0.08763606,0.2034337,0.14534283,0.15251141,0.10450117,0.08946422,0.07918917,0.11900955,0.1161987,0.15532888,0.25900105,0.07004298,0.09930873,0.24378242,0.15361245,0.19533086,0.10686632,0.10020413,0.06475588,0.0778212,0.24130428,0.1093281,0.08947101,0.07397488,0.13474926,0.09489935,0.07443336,0.26408582,0.13618736,0.08949744,0.09259328,0.20192664,0.0884599,0.16045854,0.08502316,0.0769061,0.12852361,0.12996603,0.1414531,0.13578405,0.10470444,0.19291576,0.10689198,0.24401606,0.10225636,0.09323806,0.06216399,0.09752705,0.08915379,0.0679053,0.06201941,0.08026713
0.035,0.13067759,0.19966549,0.08552621,0.07707692,0.09939616,0.0849136,0.15297445,0.17084803,0.12262838,0.14431137,0.18546117,0.17586499,0.13747806,0.12946663,0.15645578,0.10206262,0.13640555,0.22025019,0.28886872,0.08633087,0.20725575,0.14551143,0.15420734,0.10540474,0.08906635,0.07968905,0.117706,0.11523063,0.15450188,0.257707,0.06891061,0.09755602,0.24371539,0.15496691,0.20169758,0.1053521,0.1024362,0.06555799,0.07841124,0.24108058,0.10784796,0.0891123,0.07369735,0.13484302,0.09500386,0.07438201,0.26443049,0.13664917,0.09026343,0.0919002,0.2014659,0.08661093,0.1597743,0.08496161,0.07743145,0.12930268,0.13034398,0.14005045,0.13530363,0.10544814,0.19739286,0.1080138,0.2575341,0.10196804,0.09313589,0.06312711,0.09722079,0.09003653,0.06822588,0.06246939,0.08137054
0.036,0.13084643,0.19990291,0.08564552,0.07723855,0.09957003,0.08564328,0.15405258,0.17055866,0.12286822,0.14522766,0.18576507,0.17525019,0.13785583,0.13056095,0.15787011,0.10222562,0.13608425,0.2213046,0.28730128,0.0855489,0.20839639,0.14585355,0.15532951,0.10552278,0.08920934,0.07968595,0.11882967,0.11517358,0.15304111,0.25753827,0.06797757,0.09719106,0.24296457,0.15511415,0.20258918,0.10441227,0.1029914,0.06615801,0.07879723,0.24114822,0.10749183,0.08896832,0.07381263,0.13481805,0.0944831,0.07487122,0.2639652,0.13659985,0.090417,0.09154206,0.20152311,0.08662184,0.15948774,0.08554909,0.07779569,0.1293359,0.13045239,0.14047094,0.13542441,0.10565419,0.19778076,0.10841021,0.26082655,0.10112439,0.0932323,0.06287249,0.09810336,0.09038108,0.06865355,0.06284664,0.08119197
0.04,0.13166383,0.20116829,0.08617344,0.07716023,0.10246061,0.0857784,0.15491622,0.1777398,0.1277058,0.14637521,0.18670126,0.17474901,0.13862101,0.13439476,0.16596497,0.10314811,0.13634382,0.22605146,0.28361108,0.08718616,0.21055273,0.14576054,0.15499492,0.10794267,0.08961643,0.0806405,0.1184431,0.11638,0.14662568,0.25641514,0.06478862,0.09584762,0.24337481,0.15576079,0.20382486,0.10374377,0.10543647,0.06663173,0.07884334,0.24712055,0.10833555,0.08892063,0.0743279,0.13466297,0.09471163,0.07629377,0.26183385,0.13607022,0.09076316,0.09169568,0.2055259,0.08733007,0.15895416,0.08611319,0.07845929,0.13000178,0.12920807,0.14114239,0.13710075,0.10517587,0.19755903,0.10886943,0.26677846,0.10218781,0.09313767,0.06502948,0.09640975,0.09040179,0.06904545,0.06369311,0.08174953
0.042,0.1321883,0.20191807,0.0865388,0.07717018,0.10254747,0.08631748,0.1534748,0.1820103,0.12823163,0.14701119,0.18675262,0.17506945,0.13738158,0.13487369,0.16311209,0.10366596,0.13725726,0.22501615,0.28698498,0.08800667,0.21415313,0.14536657,0.15628261,0.10860102,0.09094956,0.08102922,0.11847852,0.1165807,0.15080884,0.25800526,0.06696045,0.09733381,0.24825227,0.15629685,0.20185967,0.10449819,0.10504575,0.06677513,0.0786411,0.24828043,0.11065171,0.08966984,0.07447896,0.13496506,0.09839344,0.07668323,0.26265557,0.1368394,0.0918883,0.09215063,0.20535757,0.08713491,0.15927133,0.08569186,0.07789257,0.12967887,0.1293346,0.14195948,0.13688365,0.10556433,0.19399142,0.10882691,0.26615485,0.1011913,0.09338441,0.06565848,0.09622475,0.09007759,0.07001416,0.0625975,0.08445513
0.044,0.13315664,0.20350059,0.08712845,0.07683124,0.10379774,0.08718696,0.15459788,0.18607737,0.12882309,0.1482702,0.18692619,0.17580178,0.13888792,0.13455294,0.16365768,0.10361873,0.13797094,0.22518745,0.2906154,0.08749037,0.21709936,0.14506414,0.15817982,0.10832002,0.09383677,0.08194745,0.12093662,0.11657829,0.1596272,0.25994091,0.07033205,0.10010518,0.25030361,0.15893369,0.19709379,0.10628999,0.10361416,0.06699758,0.07789294,0.25360606,0.11427489,0.0898459,0.07513654,0.13548632,0.10202264,0.07616499,0.2661178,0.13707973,0.09296991,0.09309345,0.20674874,0.08747711,0.16003054,0.08508899,0.07702466,0.12898237,0.12950222,0.14323614,0.13714944,0.10670117,0.19857711,0.10865115,0.26220849,0.1010606,0.09366375,0.0647694,0.09584265,0.08969674,0.06989173,0.06315676,0.08600636
0.045,0.1337061,0.20411935,0.08758268,0.07672063,0.10408141,0.08786801,0.15516725,0.1868689,0.13015038,0.14848208,0.18665353,0.17599653,0.1389208,0.1359756,0.16394065,0.10391388,0.13865033,0.22511177,0.29113249,0.08749851,0.21637403,0.1460072,0.15873573,0.10721569,0.09555369,0.08199013,0.1221469,0.11682423,0.16344854,0.26058931,0.07187495,0.1012145,0.25149043,0.15963794,0.19429698,0.10729419,0.10373093,0.06715488,0.07751705,0.2569092,0.1151483,0.08970799,0.07542898,0.13565562,0.10368622,0.07610383,0.26798466,0.13701502,0.09310309,0.09361851,0.20742974,0.0886876,0.16062204,0.0857224,0.07761651,0.12903529,0.12961999,0.14316286,0.13711123,0.10733368,0.20383005,0.10882451,0.25971652,0.10236489,0.09348886,0.06455821,0.09692509,0.09004239,0.0696107,0.06391332,0.08780725
0.046,0.13418337,0.20476886,0.08792927,0.07681765,0.1040423,0.08825231,0.15577249,0.18781607,0.13103113,0.14836493,0.18630157,0.17644279,0.13887035,0.13664743,0.1643382,0.10427982,0.13932608,0.22550784,0.29239476,0.08843292,0.21617243,0.1466832,0.15923803,0.10589972,0.09745183,0.08165876,0.12244511,0.11720659,0.16566971,0.26099203,0.07333645,0.10188866,0.25285296,0.15922574,0.1931588,0.10807157,0.10369534,0.06716608,0.07762964,0.26014316,0.11618021,0.08960834,0.07549428,0.13572223,0.10433767,0.07671855,0.27054484,0.13700403,0.09308678,0.09396344,0.20722825,0.09015851,0.1611054,0.08668041,0.07871206,0.12880078,0.12972647,0.14277706,0.13706596,0.10752188,0.20872744,0.10907835,0.25665556,0.10282802,0.0934219,0.06422653,0.09834967,0.09072811,0.06954725,0.06436097,0.08888368
0.048,0.13494154,0.20590101,0.08843677,0.07702546,0.10324523,0.0883091,0.1601223,0.18801938,0.13031402,0.14806956,0.18536857,0.17815175,0.14158982,0.13750723,0.16588706,0.10413556,0.13938398,0.22877448,0.29262429,0.08956276,0.22009209,0.14723707,0.16054286,0.10340523,0.0986717,0.08075113,0.12421421,0.11772704,0.16697109,0.26315371,0.07465222,0.1040218,0.25646901,0.15821835,0.19438767,0.10802856,0.10246837,0.06640771,0.07781244,0.26150186,0.11827634,0.08968393,0.07548735,0.13607501,0.10599237,0.07776828,0.27385638,0.13750818,0.09394614,0.09467995,0.20853428,0.09225736,0.1619646,0.08793555,0.08097314,0.12951294,0.12999975,0.14161889,0.13693546,0.10771213,0.21127143,0.10958399,0.25119506,0.104272,0.09363036,0.06455712,0.10022801,0.09217011,0.06964838,0.06456009,0.08936554
0.05,0.13583231,0.20685934,0.08919306,0.07840129,0.10219908,0.08971541,0.1638923,0.18664204,0.12496468,0.14958111,0.18399804,0.17933572,0.14521466,0.13899558,0.16926435,0.10409714,0.13831109,0.23312234,0.29258133,0.09301086,0.22558193,0.14692148,0.16058089,0.10429189,0.09783981,0.08033871,0.12581749,0.11862855,0.17067167,0.26650778,0.07548453,0.10670339,0.25942143,0.15696103,0.19546723,0.10909643,0.10221122,0.06589682,0.07801444,0.25791636,0.12257142,0.08937072,0.07564566,0.13690204,0.108725,0.07901171,0.27740267,0.13750032,0.09443822,0.09516826,0.20835195,0.09241369,0.16296156,0.0879762,0.08169354,0.13098647,0.13076605,0.14124454,0.13659827,0.10779631,0.2179798,0.11048489,0.24281273,0.10621602,0.09401924,0.06594301,0.10031896,0.09290766,0.06975021,0.06571794,0.09524203
0.055,0.1387296,0.2123622,0.09062771,0.08231943,0.10082425,0.09087715,0.16353041,0.1948162,0.13188708,0.15071573,0.18527876,0.18146125,0.14945989,0.15016308,0.19153099,0.10774551,0.13772199,0.22948677,0.30907674,0.09616103,0.23584877,0.14926212,0.16108529,0.10910918,0.09918521,0.08000129,0.13022689,0.11764168,0.17193845,0.26738961,0.07801898,0.1085671,0.26483585,0.15836021,0.21163113,0.10959635,0.10132623,0.06625786,0.08126088,0.26725106,0.12474394,0.08891037,0.07520034,0.13881092,0.114673,0.0806572,0.27417329,0.14211815,0.09637472,0.09469022,0.20089369,0.09146699,0.16557499,0.08765855,0.08451377,0.13405896,0.13181684,0.14608918,0.13690536,0.10602059,0.22515556,0.11431541,0.25802264,0.10768599,0.09342141,0.06952698,0.10200014,0.09242935,0.07053554,0.06398767,0.09933044
0.06,0.1430742,0.21976317,0.09314676,0.08310582,0.10497859,0.09729611,0.16372568,0.19797451,0.13718633,0.15864712,0.19228281,0.18050034,0.15855651,0.16173958,0.2182965,0.11349415,0.13741544,0.22975555,0.32389513,0.09829092,0.24526637,0.14937725,0.16357369,0.11360311,0.10454986,0.08419896,0.13035358,0.1167044,0.19049737,0.27927189,0.0824088,0.109965,0.2691723,0.16150049,0.20792194,0.11928258,0.10368837,0.06645685,0.08344309,0.27063176,0.1514961,0.09039088,0.07535632,0.13709811,0.13152345,0.08116402,0.27282328,0.14323003,0.09698784,0.09387209,0.21462083,0.09035392,0.16572663,0.08768039,0.08845174,0.13668435,0.13209187,0.14936243,0.13757167,0.10433944,0.22813202,0.12384941,0.27924349,0.10975161,0.09414978,0.07265883,0.10014371,0.09598916,0.07031242,0.06481625,0.10016476
0.065,0.14766784,0.22777763,0.09573281,0.08854289,0.11044822,0.10594497,0.18115705,0.19796606,0.14171491,0.15413539,0.19572154,0.18420597,0.16868749,0.16587621,0.2329791,0.12072785,0.13603441,0.2368714,0.35270694,0.10240471,0.24602961,0.14823801,0.16505483,0.12040128,0.10771218,0.08465554,0.13019168,0.1174371,0.18953508,0.27413132,0.08363796,0.10614854,0.26086478,0.1657027,0.21644147,0.12477472,0.10671906,0.06537826,0.08311184,0.28695523,0.16524129,0.09168093,0.07586971,0.13785723,0.14864795,0.08443012,0.28441505,0.14501082,0.10022098,0.09449264,0.22287067,0.09358772,0.16812124,0.08714661,0.09023113,0.14165003,0.13432517,0.15352951,0.1374509,0.10354822,0.24020439,0.14619944,0.29579434,0.11204026,0.09508026,0.07275712,0.10174684,0.09550724,0.07200905,0.07133093,0.11916929
0.067,0.14900783,0.22986806,0.09659164,0.08926029,0.1096404,0.10652393,0.18854325,0.19478361,0.14734377,0.15232551,0.19936605,0.18433597,0.17286479,0.1622344,0.23115917,0.12152518,0.13518739,0.23656879,0.35735025,0.10539967,0.24735862,0.15102956,0.16224265,0.12194413,0.10674211,0.08482574,0.13379806,0.11732384,0.18446977,0.27617787,0.08322769,0.10672205,0.25678481,0.16917231,0.22863945,0.12567461,0.10838558,0.06576582,0.08305752,0.29104483,0.1754748,0.09117467,0.07640669,0.138003,0.14910112,0.08804841,0.29462917,0.1449402,0.09988203,0.0972811,0.22201615,0.0958092,0.16826257,0.09243508,0.08915353,0.14290701,0.13544792,0.15460609,0.13688528,0.10494159,0.24143207,0.15000411,0.29754671,0.11040587,0.09523426,0.07613756,0.10240178,0.09475503,0.07319994,0.07419087,0.12101895
0.07,0.15043946,0.23153856,0.09774627,0.0910438,0.1119917,0.10705543,0.19058423,0.18405564,0.15069639,0.15648332,0.20151549,0.18565635,0.17402771,0.15760643,0.23614856,0.12100066,0.1360332,0.23136036,0.35951247,0.1087465,0.24102399,0.1515801,0.15613066,0.12749732,0.10994818,0.08582448,0.14063806,0.11621471,0.18330433,0.28378381,0.08473228,0.10131889,0.24677373,0.17373562,0.25544229,0.13046312,0.11012671,0.06896066,0.08446852,0.29035581,0.17591973,0.08984274,0.07714792,0.1374019,0.15499526,0.09236965,0.30609101,0.14867152,0.09933451,0.10041254,0.22215677,0.09914609,0.16726694,0.09895416,0.08672922,0.13871218,0.1361271,0.15843731,0.13555142,0.10563331,0.2345287,0.1655663,0.29896445,0.11049361,0.09421495,0.07950437,0.10327001,0.09673433,0.07431737,0.07426704,0.12127921
0.075,0.15516207,0.23914559,0.10067201,0.09418094,0.11832904,0.10555791,0.19739328,0.19720113,0.15160528,0.1707727,0.20427379,0.19006173,0.16925869,0.1701076,0.25193011,0.12007298,0.14130208,0.23327773,0.37285557,0.11236583,0.2516733,0.14960447,0.15911335,0.13636558,0.13155054,0.09184652,0.14756613,0.1214788,0.19432084,0.28611471,0.0918475,0.11544751,0.24247715,0.1737641,0.29328974,0.12838696,0.10051805,0.07055622,0.08259785,0.27538851,0.16772315,0.09449316,0.07983865,0.14030805,0.16874284,0.09158125,0.32246017,0.14989567,0.09893881,0.10058375,0.22191037,0.10208158,0.17055816,0.10547742,0.08571055,0.13905408,0.1345571,0.16653121,0.14098363,0.10823329,0.26554971,0.1705972,0.29651702,0.11581393,0.0925927,0.08386418,0.11095873,0.10158998,0.07350078,0.07583124,0.13008821
0.08,0.16303114,0.25136841,0.10573784,0.09574595,0.1186557,0.11059871,0.21048438,0.21090952,0.15407809,0.17134766,0.20761851,0.20087081,0.19831792,0.17721502,0.26232453,0.12380197,0.14673497,0.23755697,0.40336589,0.130841,0.26935869,0.15004111,0.16269193,0.13527316,0.13237909,0.09426918,0.15141908,0.12744537,0.20981551,0.31248658,0.10226035,0.1309082,0.25450838,0.17386776,0.29558693,0.13413334,0.11730119,0.07299813,0.08416829,0.28971761,0.18256574,0.09744702,0.08509801,0.14121884,0.20589916,0.0982382,0.32322217,0.14619791,0.10335335,0.10299835,0.22803996,0.10373284,0.17203974,0.10906945,0.0937292,0.14992845,0.13453738,0.17339218,0.14498068,0.10914607,0.30262336,0.1579366,0.2934834,0.14296434,0.0956061,0.09243435,0.1147124,0.10426237,0.07432754,0.08786125,0.15397341
0.085,0.16867057,0.25866776,0.10998572,0.09885606,0.11593667,0.11625918,0.23772202,0.21414086,0.16787357,0.17166288,0.21537373,0.20507511,0.20064508,0.18928337,0.26037749,0.13184805,0.16279044,0.24256828,0.41487951,0.14725709,0.27700645,0.15359143,0.15661872,0.14365978,0.12779495,0.09402463,0.15666989,0.12932069,0.22598858,0.32312726,0.1095936,0.13168845,0.25879657,0.18044887,0.29211198,0.14459873,0.13140477,0.07444782,0.08660655,0.29886937,0.19256662,0.09902299,0.08555513,0.13959955,0.22040316,0.10892433,0.33697674,0.15460732,0.11305371,0.10994422,0.23663673,0.1033856,0.17963707,0.11191735,0.09371242,0.16283947,0.13805928,0.17851838,0.14429992,0.10919329,0.31348479,0.16416377,0.28491191,0.15721315,0.09710043,0.09212385,0.11588545,0.10497727,0.07396852,0.10280864,0.1551889
0.09,0.1760886,0.27053605,0.11461391,0.10338429,0.11688895,0.13034227,0.27234713,0.22223005,0.19299827,0.17238584,0.21671621,0.21674828,0.20474735,0.21632884,0.27408657,0.1303153,0.16558133,0.25867945,0.44247706,0.13733714,0.28237419,0.165139,0.18078997,0.15516643,0.13372314,0.09892473,0.17694046,0.12558814,0.26116197,0.34613859,0.11358961,0.13276238,0.27387015,0.19189983,0.29333046,0.13998881,0.13732087,0.08081877,0.09023064,0.31490008,0.19848872,0.10074313,0.09359172,0.13802908,0.21711874,0.13022134,0.34521456,0.16377149,0.12479431,0.11778786,0.23789961,0.11418721,0.18883765,0.12085775,0.09680011,0.16541589,0.13866828,0.17965182,0.14756102,0.11311094,0.31334533,0.17103936,0.2811812,0.15097634,0.09937184,0.09816178,0.12273479,0.10558619,0.07589141,0.09884094,0.15589151
0.095,0.18798197,0.29033263,0.12171288,0.11174947,0.11857996,0.14438022,0.26138404,0.24917518,0.21713123,0.18931,0.22098846,0.22948501,0.23038068,0.25439509,0.28506572,0.13732526,0.16814659,0.27184874,0.46715637,0.14279128,0.30159274,0.18105331,0.20326795,0.16496459,0.14884898,0.10449128,0.16816457,0.14237926,0.30685861,0.38216112,0.12923471,0.14348715,0.28537745,0.20702296,0.31777144,0.14870035,0.13880569,0.08484221,0.09736983,0.34605651,0.22368626,0.09747937,0.09758199,0.14450967,0.26100531,0.13588873,0.35506578,0.16880262,0.13479977,0.11973403,0.24094133,0.12066685,0.18355674,0.12642672,0.11202949,0.16202752,0.14047946,0.18393107,0.1506209,0.1154345,0.35221512,0.19749217,0.27012645,0.17046011,0.1021524,0.0995407,0.1332906,0.10829961,0.07941802,0.10836882,0.18499776
0.1,0.19538865,0.30493413,0.12519663,0.12256739,0.11712665,0.16277353,0.26816885,0.29824385,0.25113144,0.18230284,0.22581576,0.23994051,0.22498995,0.27477263,0.3021141,0.14294341,0.18272845,0.28505251,0.47706257,0.1476621,0.30884079,0.19682742,0.21056628,0.16944807,0.15774405,0.10619236,0.17703961,0.15951896,0.3539766,0.38674411,0.1239275,0.15038583,0.28040817,0.21309084,0.33229466,0.15296409,0.14548754,0.08424078,0.10403579,0.35461551,0.20920177,0.09697234,0.09569429,0.14546843,0.25113304,0.13936244,0.37913022,0.18048774,0.13059151,0.114625,0.23633647,0.13082725,0.1818078,0.13881177,0.11701739,0.14371106,0.14510334,0.19046424,0.147689,0.11886554,0.39876241,0.21250384,0.2707949,0.1854981,0.10370885,0.09767768,0.13421033,0.11879337,0.08062092,0.10628172,0.21052999
0.11,0.21196161,0.33343822,0.13474077,0.1322543,0.13005287,0.17252416,0.30757376,0.27618362,0.27025422,0.17833246,0.25308326,0.27763861,0.22375717,0.29362911,0.37253103,0.13393064,0.20828781,0.30925943,0.45399851,0.14695872,0.37392016,0.20878639,0.24019854,0.20900802,0.19851359,0.10615553,0.18846113,0.15805441,0.44081888,0.49545023,0.12022225,0.17001744,0.32084675,0.23414233,0.32944952,0.17378446,0.17111169,0.08989258,0.10872378,0.37997836,0.21865174,0.11286795,0.10118286,0.16149146,0.24787254,0.17752906,0.37264611,0.18379413,0.13946627,0.12692499,0.26092984,0.13928673,0.18858357,0.13994973,0.11234759,0.14304147,0.15945936,0.20352611,0.15414625,0.13024063,0.40116316,0.24199649,0.32743062,0.20955343,0.11556956,0.1221355,0.14905576,0.12904205,0.09376696,0.11659469,0.17535703
